"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x6dfdd493c6d8bea81bda86e4fa4e040fe0f6cb8351dd93ec17365040596db63a","21090872","1730440919","2024-11-01 06:01:59","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x211a042ee410242541094b383a5bb7202185e244","0.015072029313615163","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0xadc7fcc849f388e04200e3036899f3ab1006955dbf779b72fbcd6ce7f266cce3","21090931","1730441627","2024-11-01 06:13:47","0xe532b04d2f2e921dfec69e132e9214d2f82df304","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","17.515054433031875035","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0xadc7fcc849f388e04200e3036899f3ab1006955dbf779b72fbcd6ce7f266cce3","21090931","1730441627","2024-11-01 06:13:47","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x1111111254eeb25477b68fb85ed929f73a960582","0.006973465467236377","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x51b731baa13cb7bd2c3c0c9c035fd53e41de4ee2dbd19036740866dc7404b498","21090987","1730442299","2024-11-01 06:24:59","0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0.191125","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x51b731baa13cb7bd2c3c0c9c035fd53e41de4ee2dbd19036740866dc7404b498","21090987","1730442299","2024-11-01 06:24:59","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x0a09cdb390d3b6ba9119843a92c14b2428e101bf","477.137004338189933411","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x6fae230133b50735def8341a123dc2b446afaf249cc206e2238431a915a0578e","21091075","1730443367","2024-11-01 06:42:47","0x5ab53ee1d50eef2c1dd3d5402789cd27bb52c1bb","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0.280784901216372097","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x6fae230133b50735def8341a123dc2b446afaf249cc206e2238431a915a0578e","21091075","1730443367","2024-11-01 06:42:47","0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x6fae230133b50735def8341a123dc2b446afaf249cc206e2238431a915a0578e","21091075","1730443367","2024-11-01 06:42:47","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad","700.855760113855333028","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x1d5d7031b527852eca76384b5ab4dcd81a3f930d90ffbe5599161f4898cb18f9","21091206","1730444939","2024-11-01 07:08:59","0x51c72848c68a965f66fa7a88855f9f7784502a7f","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","1.890307133401175296","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x1d5d7031b527852eca76384b5ab4dcd81a3f930d90ffbe5599161f4898cb18f9","21091206","1730444939","2024-11-01 07:08:59","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x51c72848c68a965f66fa7a88855f9f7784502a7f","4,714.766600381869326336","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x86f053df87341fc00128630b42a2082f0c95c22065cf87839fe63f274fa7a68a","21091213","1730445023","2024-11-01 07:10:23","0x51c72848c68a965f66fa7a88855f9f7784502a7f","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","2.06041903682097024","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x86f053df87341fc00128630b42a2082f0c95c22065cf87839fe63f274fa7a68a","21091213","1730445023","2024-11-01 07:10:23","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x51c72848c68a965f66fa7a88855f9f7784502a7f","5,132.060615638104670208","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x0840f5ea42a047a897e26fde6dc166aef45812d61f86a40ddf17e14c2f94b99a","21091214","1730445035","2024-11-01 07:10:35","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","1.82531846170957196","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x0840f5ea42a047a897e26fde6dc166aef45812d61f86a40ddf17e14c2f94b99a","21091214","1730445035","2024-11-01 07:10:35","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","4,540.413983949219333752","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x97d36932a6a89555ee14bc0cff1f061d331d1d39b65c9eee0b8bc25a1da4f0f4","21091293","1730445995","2024-11-01 07:26:35","0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0.153176741551358107","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x97d36932a6a89555ee14bc0cff1f061d331d1d39b65c9eee0b8bc25a1da4f0f4","21091293","1730445995","2024-11-01 07:26:35","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x0a09cdb390d3b6ba9119843a92c14b2428e101bf","380.761711922225198381","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0xd6ab21659f7bc195689a1a01b0bbe9b6c5409c5d595b97651a67b26199758fb4","21091336","1730446511","2024-11-01 07:35:11","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","4,873.63270219674901287","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0xd6ab21659f7bc195689a1a01b0bbe9b6c5409c5d595b97651a67b26199758fb4","21091336","1730446511","2024-11-01 07:35:11","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","0x68d3a973e7272eb388022a5c6518d9b2a2e66fbf","1.947662942387818096","N/A","0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2","Wrapped Ether","WETH"
"0x0d8f429e6bcacbdc5c54293172af90c9222a846d0ac5f1b682479b154b06aae5","21091534","1730448899","2024-11-01 08:14:59","0x64545160d28fd0e309277c02d6d73b3923cc4bfa","0xa478c2975ab1ea89e8196811f51a7b7ade33eb11","31.068231052080895766","N/A","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
